序号,公司名称,注册资金,法定代表人,成立时间,经营状态,电话,邮箱,详细地址,统一社会信用代码,纳税人识别号,注册号,组织机构代码,公司类型,所属行业,所属地区,成立时间,曾经用名,企业类型,股东,历史股东,补充电话,备注
成都塔莎图朵园艺设计有限公司,成都塔莎图朵园艺设计有限公司,500万人民币,肖琴,2704-76-00,存续,18328752773,暂无信息,成都市武侯区永丰乡双楠村六组22幢1层14号,9.15101073952567E+017,9.15101073952567E+017,510107000796113,395256675,有限责任公司(自然人投资或控股),专业技术服务业,武侯区市场和质量监督管理局,2704-76-00,,有限责任公司(自然人投资或控股),肖琴,,,
成都泰昌金属有限责任公司,四川泰昌物流有限公司,3000万人民币,李敬,0998-00-07,存续,13668158452,暂无信息,成都市郫都区安靖镇土柏路258号,91510124202500660F,91510124202500660F,510124000074269,202500660,有限责任公司（非自然人投资或控股的法人独资）,道路运输业,郫都区市场和质量监督管理局,0998-00-07,,有限责任公司（非自然人投资或控股的法人独资）,吉驰（上海）物业管理有限公司,,,
成都泰迪环境艺术设计有限公司,成都迪泰环境艺术设计有限公司,50万人民币,陈勤,2707-02-75,存续,028-61669959,暂无信息,成都市成华区东三环路二段龙潭工业园,91510108564490623D,91510108564490623D,510108000100732,564490623,有限责任公司(自然人投资或控股),建筑装饰和其他建筑业,成华市场和质量监督管理局,2707-02-75,,有限责任公司(自然人投资或控股),陈勤,,,
成都泰克先进制冷设备有限公司,成都泰克先进制冷设备有限公司,300万人民币,任凌风,2778-02-27,存续,028-61812979,暂无信息,,91510100782672919Y,91510100782672919Y,510109000153143,782672919,有限责任公司(自然人投资或控股),批发业,高新工商局,2778-02-27,,有限责任公司(自然人投资或控股),任凌风,,,
成都泰宇不动产评估顾问有限责任公司,成都泰宇不动产评估顾问有限责任公司,100万人民币,汪梅,2770-78-24,存续,028-86636396,taiyupinggu@163.com,,91510100728068841G,91510100728068841G,510100000046333,72806884-1,有限责任公司(自然人投资或控股),商务服务业,青羊区市场和质量监督管理局,2770-78-24,,有限责任公司(自然人投资或控股),汪梅,,,
成都韬略安道建筑设计有限责任公司,成都韬略安道建筑设计有限责任公司,50万人民币,苏韬,2776-73-21,存续,028-85315125,835066901@qq.com,成都市武侯区广福桥横街9号1幢2单元5楼1号,91510107672182695C,91510107672182695C,510107000025623,672182695,有限责任公司(自然人投资或控股),建筑装饰和其他建筑业,武侯区市场和质量监督管理局,2776-73-21,,有限责任公司(自然人投资或控股),苏韬,,,
成都淘房智慧网络科技有限公司,成都淘房智慧网络科技有限公司,800万人民币,曾鸣,2701-00-22,存续,18523489833,117978361@qq.com,中国（四川）自由贸易试验区成都高新区世纪城南路599号6栋5层505号,91510100MA62MNFF02,91510100MA62MNFF02,510109000966667,MA62MNFF0,有限责任公司(自然人投资或控股),研究和试验发展,高新工商局,2701-00-22,,有限责任公司(自然人投资或控股),崔巍,,,
成都特灵广告传媒有限公司,成都特灵广告传媒有限公司,100万人民币,杜德春,2702-02-07,存续,028-69885788,hr@telingmedia.com,中国（四川）自由贸易试验区成都高新区吉泰五路88号3栋38层8号,91510100057496086A,91510100057496086A,510109000352514,57496086,其他有限责任公司,商务服务业,高新工商局,2702-02-07,,其他有限责任公司,成都百灵时代广告有限公司,,,
成都腾房科技有限公司,成都腾房科技有限公司,1000万人民币,陈柏喜,2704-74-26,存续,028-65279055,admin@wiseffe.com,中国（四川）自由贸易试验区成都高新区天府大道中段1388号1栋9层938号,91510100098314373G,91510100098314373G,510109000437665,98314373,有限责任公司(自然人投资或控股),研究和试验发展,高新工商局,2704-74-26,,有限责任公司(自然人投资或控股),胡竹君,,,
成都腾跃交通工程有限公司,成都腾跃交通工程有限公司,800万人民币,张维,2707-74-04,存续,028-85027120,632964877@qq.com,成都市武侯区武侯新城管委会武兴二路17号13栋3层4号,9.15101075535643E+017,9.15101075535643E+017,510107000235600,553564260,有限责任公司(自然人投资或控股),土木工程建筑业,武侯区市场和质量监督管理局,2707-74-04,,有限责任公司(自然人投资或控股),钟莉,,,
成都腾云互动企业营销策划有限公司,成都腾云互动企业营销策划有限公司,50万人民币,李浩,2703-72-21,存续,13730665045,305046270@qq.com,成都市锦江区下东大街18-22号1幢4层33号,91510104062429048Q,91510104062429048Q,510104000197884,62429048,有限责任公司(自然人投资或控股),商务服务业,锦江工商局,2703-72-21,,有限责任公司(自然人投资或控股),李政,,,
成都天达瑞科技有限公司,成都天达瑞科技有限公司,400万人民币,秦永英,2707-72-24,存续,028-85322523,cdtiandarui@126.com,成都市武侯区铁佛路109号3栋1单元101号,91510107551069258M,91510107551069258M,510107000217697,55106925-8,有限责任公司(自然人投资或控股),软件和信息技术服务业,武侯区市场和质量监督管理局,2707-72-24,,有限责任公司(自然人投资或控股),秦永英,,,
成都天符人瑞教育咨询有限公司,成都天符人瑞教育咨询有限公司,500万人民币,张建国,2707-72-72,存续,028-65319977,cdrr@renruihr.com,中国（四川）自由贸易试验区成都高新区天府大道中段688号3栋6层601、602、603号,91510100698898683E,91510100698898683E,510109000109110,698898683,有限责任公司(自然人投资或控股),商务服务业,高新工商局,2707-72-72,,有限责任公司(自然人投资或控股),张建国,,,
成都天骄家具有限公司,成都天骄家具有限公司,5008万人民币,李正雄,2773-72-27,存续,028-83086767,3182173166@qq.com,,91510114746411316J,91510114746411316J,510125000017105,746411316,有限责任公司(自然人投资或控股),家具制造业,成都市新都区市场和质量监督管理局,2773-72-27,,有限责任公司(自然人投资或控股),李正雄,,,
成都天亮楼梯有限公司,成都天亮楼梯有限公司,50万人民币,陈贵川,2776-76-02,存续,028-82674395,000000@163.com,成都市青羊区黄田坝高坎村原金骊养殖场内第22号舍,9.15101056771928E+017,9.15101056771928E+017,510108000032949,677192841,有限责任公司(自然人投资或控股),专业技术服务业,青羊区市场和质量监督管理局,2776-76-02,,有限责任公司(自然人投资或控股),陈贵川,,,
成都天润暖通工程有限公司,成都天润暖通工程有限公司,100万人民币,龚珣,2779-02-23,存续,15928489073,1208749175@qq.com,中国（四川）自由贸易试验区成都高新区府城大道西段399号7栋1单元3层307号,91510100698870947E,91510100698870947E,510109000103806,698870947,有限责任公司(自然人投资或控股),建筑装饰和其他建筑业,高新工商局,2779-02-23,,有限责任公司(自然人投资或控股),龚珣,,,
成都天狮文化传播有限公司,成都天狮文化传播有限公司,100万人民币,张皓虹,2700-71-29,存续,13880926072,506798513@qq.com,成都市锦江区牛王庙66号5-1幢6楼2号,91510104577368985M,91510104577368985M,510104000116754,577368985,有限责任公司(自然人投资或控股),商务服务业,锦江工商局,2700-71-29,,有限责任公司(自然人投资或控股),胡靖华,,,
成都天下同和文化传播有限公司,成都天下同和文化传播有限公司,200万人民币,吴小兰,2779-73-23,存续,028-87737217,暂无信息,,9.15101066863108E+017,9.15101066863108E+017,510106000086454,686310803,有限责任公司(自然人投资或控股),商务服务业,金牛区市场和质量监督管理局,2779-73-23,,有限责任公司(自然人投资或控股),严敏,,,
成都天鑫房地产营销策划有限公司,成都天鑫房地产营销策划有限公司,100万人民币,齐放,2700-75-06,,13688122723,moliyang_420@163.com,成都市双流区东升街道三强南路一段,9.15101225773886E+017,9.15101225773886E+017,510122000092821,57738857-2,有限责任公司(自然人投资或控股),房地产业,成都市双流区市场和质量监督管理局,2700-75-06,,有限责任公司(自然人投资或控股),齐放,,,
成都天语文化传播有限公司,成都天语文化传播有限公司,100万人民币,廖衍书,2704-72-26,存续,18628005139,545954895@qq.com,成都市青羊区槐树街47号1栋10层1号,9.1510105091295E+017,9.1510105091295E+017,510105000375823,91295026,有限责任公司(自然人投资或控股),商务服务业,青羊区市场和质量监督管理局,2704-72-26,,有限责任公司(自然人投资或控股),廖衍书,,,
成都天越广告传媒有限公司,成都天越广告传媒有限公司,50万人民币,王蔓,2775-79-28,存续,028-85265880,1751292020@qq.com,,91510107667551687A,91510107667551687A,510107000123400,667551687,有限责任公司(自然人投资或控股),商务服务业,武侯区市场和质量监督管理局,2775-79-28,,有限责任公司(自然人投资或控股),王蔓,,,
成都添闰通讯技术有限公司,成都添闰通讯技术有限公司,1001万人民币,李飞,2700-74-29,存续,18010505951,380885011@qq.com,成都市武侯区科华北路65号B座620号,9.15101075746126E+017,9.15101075746126E+017,510107000357223,574612583,有限责任公司(自然人投资或控股),软件和信息技术服务业,武侯区市场和质量监督管理局,2700-74-29,,有限责任公司(自然人投资或控股),李飞,,,
成都通旺达商贸有限公司,成都通旺达商贸有限公司,200万人民币,李海贤,2779-71-73,存续,13340967826,920133849@qq.com,,9.15101086890332E+017,9.15101086890332E+017,510108000060064,689033223,有限责任公司(自然人投资或控股),零售业,成华市场和质量监督管理局,2779-71-73,,有限责任公司(自然人投资或控股),李海贤,,,
成都通运科技有限公司,成都通运科技有限公司,100万人民币,陆大燕,2702-07-01,存续,028-86755636,570644949@qq.com,,91510108054929480U,91510108054929480U,510108000203424,54929480,有限责任公司(自然人投资或控股),租赁业,成华市场和质量监督管理局,2702-07-01,,有限责任公司(自然人投资或控股),唐波,,,
成都同飞科技有限责任公司,成都同飞科技有限责任公司,5000万人民币,李儒兵,2770-75-21,存续,028-87348740,250612668@qq.com,成都市青羊区光华东三路489号3栋1单元6楼609号,91510105730203416H,91510105730203416H,510105000128170,730203416,有限责任公司(自然人投资或控股),软件和信息技术服务业,青羊区市场和质量监督管理局,2770-75-21,,有限责任公司(自然人投资或控股),李儒兵,,,
成都同耕互动文化传媒有限公司,,,,,,,,,,,,,,,,,,,,,,
成都同瑞商贸有限责任公司,成都同瑞商贸有限责任公司,500万人民币,左勇,2775-74-00,存续,028-86692775,1006808269@qq.com,,9151010566045856XE,9151010566045856XE,510105000026700,66045856X,有限责任公司(自然人投资或控股),批发业,青羊区市场和质量监督管理局,2775-74-00,,有限责任公司(自然人投资或控股),左勇,,,
成都图展文化传播有限公司,成都图展文化传播有限公司,50万人民币,罗亚威,2707-73-76,,85197800,794445238@qq.com,,91510100551076458X,91510100551076458X,510109000112050,551076458,有限责任公司(自然人投资或控股),商务服务业,高新工商局,2707-73-76,,有限责任公司(自然人投资或控股),罗亚威,,,
成都拓元文化传播有限公司,成都拓元文化传播有限公司,100万人民币,向尚,2700-71-70,存续,028-68237800,421132536@qq.com,成都市武侯区领事馆路7号1栋2单元19层1902号,91510107574601817E,91510107574601817E,510107000371545,574601817,有限责任公司(自然人投资或控股),商务服务业,武侯区市场和质量监督管理局,2700-71-70,,有限责任公司(自然人投资或控股),赖成明,,,
成都晚报社,成都晚报社,,,,,暂无信息,暂无信息,,成都日报报业集团,成都市红星路二段159号,-,1.25101004507512E+017,非财政补助经费自理,-,,,,非财政补助经费自理,,,,
成都万爱科技有限公司,成都万爱环保科技有限公司,1000万人民币,毕忠祥,2702-79-74,存续,15982161618,646422396@qq.com,成都市金牛区金丰路6号4栋1层14号,91510106052528720U,91510106052528720U,510106000301855,52528720,有限责任公司(自然人投资或控股),科技推广和应用服务业,金牛区市场和质量监督管理局,2702-79-74,,有限责任公司(自然人投资或控股),毕忠祥,,,
